,Segment Step,Segment Duration,GHI,Load,T,Wind
2,9,3,1.5490196078431373,469.85587146274514,1.549019607843138,4.315686274509805
2,10,3,0.0,443.8694942019607,1.2705882352941196,3.8352941176470585
2,11,1,0.0,411.4998959235294,0.9470588235294115,3.6941176470588237
3,0,3,0.0,390.74642908888893,-0.24074074074074153,6.0
3,1,3,0.0,393.94280819999994,-0.5481481481481484,7.270370370370369
3,2,1,0.0,444.8286601111111,-0.8111111111111107,6.777777777777776
3,3,1,41.77777777777778,476.8941882666667,-0.6999999999999985,7.000000000000001
3,4,1,139.00000000000003,493.9359860222222,0.1444444444444443,7.666666666666666
3,5,1,227.1111111111111,501.2717679444445,0.8666666666666657,6.8888888888888875
3,6,4,296.36111111111114,514.9503753166666,2.8166666666666678,7.361111111111112
3,7,1,211.99999999999997,503.38374634444455,4.133333333333334,6.8888888888888875
3,8,1,104.44444444444446,497.4106957555556,4.077777777777778,7.000000000000001
3,9,5,5.666666666666667,495.3007589088889,3.104444444444442,5.999999999999999
3,10,2,0.0,456.82146163888893,2.4666666666666663,5.627777777777777
3,11,1,0.0,423.7150006888889,2.2222222222222237,5.0777777777777775
4,0,5,0.07368421052631578,371.2242301589474,8.224736842105266,2.458421052631579
4,1,1,12.657894736842104,397.375617031579,7.592105263157897,2.1315789473684217
4,2,1,52.1578947368421,453.0085403736843,7.607894736842104,2.3684210526315796
4,3,2,143.63157894736838,497.1390359592105,8.296052631578943,2.6828947368421057
4,4,2,262.0394736842105,515.2213165592105,9.652631578947366,3.0921052631578947
4,5,3,302.81578947368416,529.2473156666666,10.578070175438599,3.166666666666667
4,6,2,225.4736842105263,512.4409940381579,10.921052631578947,3.31578947368421
4,7,1,131.28947368421055,496.8732187342105,10.734210526315787,2.847368421052633
4,8,1,55.8421052631579,494.875660868421,10.326315789473687,2.6210526315789475
4,9,3,4.8771929824561395,491.7035027149123,9.19298245614035,2.214035087719298
4,10,2,0.0,453.9034221184211,8.427631578947372,1.9749999999999996
4,11,1,0.0,409.0808830447368,8.115789473684211,2.0105263157894737
5,0,7,1.4642857142857142,380.02130075357144,7.593571428571429,3.2342857142857135
5,1,1,43.44999999999999,394.1917167900001,7.655000000000001,3.655
5,2,1,86.95000000000002,411.9003792,7.965000000000003,3.5300000000000002
5,3,1,123.24999999999999,427.643810185,8.174999999999999,3.43
5,4,1,173.45,441.41245852000003,8.574999999999998,3.76
5,5,3,194.3,445.715631775,9.525,4.0150000000000015
5,6,1,144.15,431.20001463500006,9.910000000000002,3.7299999999999995
5,7,1,102.05000000000001,425.7405664550001,9.989999999999998,3.4299999999999993
5,8,1,36.14999999999999,422.58501050499996,9.760000000000002,2.9799999999999995
5,9,4,1.9250000000000003,433.32604286625,8.90375,3.23375
5,10,2,0.0,412.14058415249997,8.28,3.5475000000000003
5,11,1,0.0,390.88607662499993,7.879999999999999,3.630000000000001
6,0,6,0.8333333333333334,376.213656255,-0.13833333333333256,3.3516666666666666
6,1,1,64.3,394.10861569,-0.559999999999999,3.5000000000000004
6,2,1,183.6,411.19910426999996,0.2600000000000001,3.2
6,3,1,324.7,431.88628494999995,1.9999999999999991,3.8999999999999995
6,4,1,458.09999999999997,450.29510129000005,3.129999999999999,4.4
6,5,4,570.7,468.8530907775,5.632500000000001,3.9000000000000004
6,6,1,421.59999999999997,454.70392002,6.530000000000001,3.3
6,7,1,295.5,451.20690637,6.530000000000001,3.4999999999999996
6,8,1,186.5,444.9427825,6.349999999999999,3.4800000000000004
6,9,1,60.900000000000006,446.74434396000004,5.450000000000001,3.079999999999999
6,10,3,1.2333333333333332,455.73393054999997,3.636666666666666,2.686666666666667
6,11,3,0.0,425.9281401666667,1.8299999999999983,3.143333333333333
7,0,6,14.01851851851852,341.0587089333334,16.194444444444443,2.0407407407407407
7,1,1,201.55555555555551,347.9073271888889,17.100000000000005,1.7777777777777777
7,2,1,363.88888888888886,365.89487068888883,18.3,1.888888888888889
7,3,1,536.5555555555555,392.48140216666667,19.544444444444444,1.9999999999999996
7,4,1,657.1111111111111,413.4424561222222,20.544444444444444,2.6666666666666665
7,5,4,727.8611111111112,429.09778952222223,23.011111111111113,2.694444444444444
7,6,1,604.1111111111112,413.53483602222224,24.16666666666666,2.777777777777778
7,7,2,427.1666666666667,403.70454118333333,24.127777777777776,2.111111111111111
7,8,1,221.0,401.1763427666667,23.13333333333333,2.333333333333333
7,9,1,82.22222222222223,402.3420650111111,22.333333333333336,2.333333333333333
7,10,3,1.703703703703704,388.85782972962966,19.837037037037046,1.677777777777778
7,11,2,0.0,364.79141556666667,17.849999999999998,2.0333333333333337
8,0,6,4.159090909090908,349.57310038863636,9.915151515151518,2.465909090909091
8,1,1,84.86363636363637,349.03187054090915,10.118181818181823,2.318181818181818
8,2,1,170.40909090909088,362.4606902272727,10.859090909090906,2.8181818181818183
8,3,1,256.0454545454545,386.2626238,11.877272727272732,3.0
8,4,1,351.90909090909093,407.66759779090916,12.627272727272727,3.4090909090909096
8,5,3,440.969696969697,428.82689041363636,14.365151515151517,3.6666666666666665
8,6,2,349.5681818181818,415.38808339318183,15.413636363636362,3.477272727272727
8,7,1,262.95454545454544,403.43763235000006,15.540909090909096,3.227272727272728
8,8,1,173.5909090909091,399.0993026045455,15.386363636363642,3.0
8,9,1,82.00000000000001,402.5807401818182,14.609090909090906,2.727272727272727
8,10,3,8.348484848484848,409.27775050757583,12.772727272727277,1.9257575757575758
8,11,3,0.0,383.33903955,10.98484848484848,2.1424242424242426
9,0,5,0.0,434.12293216545453,-2.111818181818182,3.249090909090909
9,1,1,0.0,455.14034204545453,-2.463636363636362,3.681818181818181
9,2,1,0.0,513.6023523818183,-2.4636363636363643,3.772727272727273
9,3,2,10.863636363636362,570.5357790045454,-2.440909090909091,3.7045454545454546
9,4,1,78.9090909090909,581.5632544727272,-2.063636363636365,4.000000000000001
9,5,4,157.8068181818182,590.7026545136364,-0.951136363636364,4.46590909090909
9,6,1,87.5909090909091,582.2650124,-0.6,4.2727272727272725
9,7,2,17.136363636363637,575.0900021363636,-0.9090909090909093,4.272727272727273
9,8,3,0.0,586.1437856969696,-1.6787878787878763,4.33030303030303
9,9,2,0.0,543.3372827772727,-2.0568181818181825,4.204545454545454
9,10,1,0.0,510.01088013636365,-2.2090909090909077,4.15909090909091
9,11,1,0.0,474.97977574545456,-2.290909090909092,4.140909090909091
10,0,5,0.0,392.41514071565217,4.341739130434781,3.5069565217391294
10,1,1,1.1304347826086956,413.634405726087,4.104347826086955,3.5652173913043477
10,2,1,9.434782608695652,458.6540701173913,4.017391304347828,4.000000000000002
10,3,1,30.608695652173914,493.62939919130434,4.126086956521739,4.347826086956522
10,4,2,90.0217391304348,513.5160567434783,4.5478260869565235,4.521739130434784
10,5,3,178.66666666666666,530.8584609000001,5.459420289855072,4.985507246376812
10,6,2,147.76086956521738,524.7116570847826,5.923913043478265,5.58695652173913
10,7,2,52.80434782608696,508.9188855086956,5.697826086956522,5.519565217391304
10,8,3,3.1159420289855073,514.1628381999999,5.233333333333335,5.398550724637681
10,9,2,0.0,480.05641012173913,4.817391304347825,4.965217391304348
10,10,1,0.0,455.5093361782608,4.647826086956524,5.0086956521739125
10,11,1,0.0,428.81944038695656,4.660869565217393,4.85217391304348
11,0,6,3.513333333333332,364.335293552,13.082,2.553333333333334
11,1,1,108.88000000000001,430.787892852,13.104000000000001,2.92
11,2,1,201.56000000000003,466.90180493200006,13.787999999999997,3.400000000000001
11,3,1,326.28,488.21204475599995,14.832000000000003,3.9600000000000004
11,4,1,416.08,498.2342754840001,15.684,3.959999999999999
11,5,4,468.57,515.408135663,17.417,4.6
11,6,1,392.59999999999997,504.088753128,18.064,4.16
11,7,1,305.35999999999996,495.16454701600003,17.936000000000003,3.7600000000000002
11,8,2,153.21999999999997,486.410483284,16.868000000000002,3.2600000000000007
11,9,3,10.506666666666662,468.22987085333335,15.084,2.444
11,10,2,0.0,432.946091844,13.914000000000007,2.39
11,11,1,0.0,393.734155492,13.472,2.4480000000000004
12,0,6,0.13157894736842107,407.8238016412281,-0.9342105263157904,2.993859649122807
12,1,1,13.368421052631579,467.9105033526316,-1.6210526315789475,2.315789473684211
12,2,1,66.89473684210525,500.52515340526315,-1.3999999999999992,2.6315789473684212
12,3,1,160.78947368421058,515.9875205263157,-0.6789473684210527,2.8421052631578947
12,4,1,251.21052631578948,521.9365561,0.23157894736842016,2.8421052631578947
12,5,4,368.36842105263156,536.3175825710526,2.55,3.4605263157894735
12,6,1,303.6842105263158,531.8821579631579,3.8789473684210476,3.526315789473684
12,7,1,203.47368421052633,524.5023753421052,3.7052631578947355,3.473684210526316
12,8,1,96.42105263157896,513.9601050578948,3.4789473684210535,3.168421052631579
12,9,3,5.614035087719298,522.1908090385964,1.8491228070175452,2.8912280701754387
12,10,2,0.0,498.3484499605263,0.8394736842105288,3.0
12,11,2,0.0,456.8040816368421,0.7000000000000007,3.405263157894736
13,0,1,0.0,459.80281015714286,3.0571428571428587,6.142857142857142
13,1,3,0.0,443.1656758142857,3.3761904761904757,6.952380952380951
13,2,2,0.0,458.25973015,3.5071428571428567,5.785714285714286
13,3,1,0.0,525.0078649857143,3.614285714285715,5.428571428571428
13,4,2,6.857142857142857,582.1579307142856,3.75,5.785714285714286
13,5,3,68.00000000000001,600.8420056619046,4.41904761904762,6.19047619047619
13,6,3,79.57142857142858,605.773430747619,5.014285714285717,5.333333333333333
13,7,1,33.42857142857143,591.9426918142857,5.014285714285714,4.285714285714286
13,8,2,0.5,588.5287544785714,4.7357142857142875,5.142857142857143
13,9,2,0.0,600.0176953714287,4.585714285714287,6.2142857142857135
13,10,2,0.0,558.1012381857144,4.407142857142857,6.285714285714285
13,11,2,0.0,508.4323051,4.121428571428572,5.857142857142858
14,0,5,0.7210526315789473,365.0590437173684,10.30684210526316,1.6752631578947368
14,1,1,43.44736842105263,387.5258737736843,9.992105263157898,1.947368421052631
14,2,1,119.18421052631575,439.4490813315789,10.449999999999998,1.7105263157894728
14,3,1,224.7894736842105,476.9876964078947,11.244736842105258,1.763157894736842
14,4,2,337.657894736842,501.51577287763155,12.489473684210523,2.2315789473684213
14,5,4,476.6381578947369,522.1859032894737,14.615789473684208,2.4144736842105265
14,6,2,352.9210526315789,508.770504131579,15.228947368421053,2.2894736842105265
14,7,1,231.97368421052641,493.33986826578956,15.023684210526312,2.134210526315789
14,8,1,136.0,488.14670134736843,14.589473684210532,2.0026315789473688
14,9,3,18.21929824561403,476.134921522807,13.012280701754388,1.6043859649122805
14,10,2,0.0,437.5427492894737,11.660526315789477,1.7868421052631578
14,11,1,0.0,401.74921106052636,11.284210526315785,1.8131578947368425
15,0,3,0.0,362.76438655833334,-2.2749999999999995,2.4500000000000006
15,1,3,0.0,361.9463133666667,-2.6750000000000003,2.891666666666667
15,2,3,8.333333333333334,346.39861075833335,-2.7333333333333343,2.75
15,3,1,48.75,350.61326412500006,-2.650000000000001,3.25
15,4,1,100.00000000000001,356.80132742499995,-2.250000000000001,4.0
15,5,1,165.25,364.685282875,-1.8250000000000006,4.0
15,6,3,117.33333333333331,359.85005412500004,-1.4333333333333325,4.166666666666666
15,7,1,65.49999999999999,356.81032592500003,-1.1499999999999986,4.25
15,8,2,7.749999999999999,361.82617627499997,-1.3374999999999997,3.625
15,9,2,0.0,361.2188522125,-1.6750000000000007,3.1375
15,10,3,0.0,369.721765175,-1.5999999999999996,3.8499999999999996
15,11,1,0.0,374.57222062499994,-1.7000000000000002,4.45
16,0,6,8.173913043478263,336.2213566753623,11.375362318840581,1.8898550724637682
16,1,1,126.69565217391306,335.26861438695653,11.278260869565216,1.7826086956521738
16,2,1,232.60869565217394,348.46460602173914,12.347826086956523,2.0608695652173914
16,3,1,331.391304347826,371.368705826087,13.391304347826088,2.260869565217391
16,4,2,481.7826086956522,393.17286063695656,15.117391304347827,2.226086956521739
16,5,3,594.4347826086956,408.9415485188406,17.320289855072463,2.768115942028986
16,6,1,508.0434782608695,392.0796492,18.121739130434783,2.3739130434782614
16,7,1,395.34782608695645,385.06018933478254,18.256521739130438,2.565217391304348
16,8,1,274.60869565217394,381.50193931739125,18.078260869565213,2.3434782608695652
16,9,1,151.34782608695656,386.03024058695655,17.604347826086958,2.1043478260869564
16,10,1,46.69565217391304,389.2546106391304,16.460869565217394,1.5826086956521743
16,11,5,0.3826086956521739,374.8914222304348,13.71391304347826,1.9869565217391305
17,0,5,0.0,384.63736829636366,5.476363636363637,1.5090909090909093
17,1,1,2.272727272727273,415.3652204181818,5.436363636363637,1.0909090909090908
17,2,1,6.727272727272728,468.4344893545455,5.490909090909091,1.0909090909090908
17,3,2,51.13636363636364,511.92719500909095,5.881818181818183,1.090909090909091
17,4,2,131.81818181818178,527.8636352681818,7.099999999999999,1.0454545454545454
17,5,3,165.0909090909091,536.7222242575757,8.175757575757576,1.727272727272727
17,6,2,98.5,523.0285836954546,8.268181818181818,1.6363636363636362
17,7,1,23.636363636363637,486.94384010000005,7.872727272727275,1.6363636363636362
17,8,3,2.3939393939393945,524.4128208666666,7.1545454545454525,1.572727272727273
17,9,1,0.0,499.0274602818182,6.518181818181818,1.690909090909091
17,10,2,0.0,466.9259499227273,6.2772727272727264,1.5863636363636364
17,11,1,0.0,428.41027602727274,5.945454545454546,1.9090909090909092
18,0,4,0.0,346.949842525,4.058333333333334,6.499999999999998
18,1,2,0.0,342.6878619166667,4.750000000000003,7.8166666666666655
18,2,2,0.0,354.3453396833333,5.000000000000001,8.5
18,3,1,3.6666666666666665,385.5855732,5.333333333333333,9.0
18,4,1,28.333333333333336,406.6298200666667,5.533333333333335,9.666666666666666
18,5,4,57.00000000000001,435.2716771166667,5.766666666666668,9.666666666666666
18,6,1,28.999999999999996,429.8636241333333,6.4333333333333345,8.333333333333332
18,7,2,1.5,428.09054221666673,6.916666666666667,9.0
18,8,3,0.0,447.90118550000005,7.366666666666669,8.966666666666667
18,9,1,0.0,427.4765475333333,7.666666666666669,8.833333333333334
18,10,2,0.0,412.41377258333335,7.549999999999999,7.25
18,11,1,0.0,385.19359653333333,7.633333333333335,6.2333333333333325
19,0,1,0.0,404.3903472133333,-1.6533333333333327,2.1333333333333333
19,1,6,0.0,384.4503720411111,-1.9122222222222218,1.6033333333333333
19,2,1,0.13333333333333333,399.32833612666667,-1.9533333333333327,1.733333333333333
19,3,1,17.666666666666668,423.72765826000006,-1.9666666666666681,1.7333333333333332
19,4,1,68.93333333333332,444.01306286000005,-1.8400000000000007,1.7999999999999996
19,5,4,123.10000000000002,465.30352010999997,-1.0016666666666665,2.1999999999999997
19,6,1,63.4,453.30137853333326,-0.806666666666667,2.1333333333333333
19,7,2,8.566666666666666,451.27795213666667,-1.05,2.2333333333333334
19,8,3,0.0,473.0424051244445,-1.782222222222222,1.9244444444444444
19,9,1,0.0,448.29724524666665,-2.1466666666666665,1.5466666666666666
19,10,2,0.0,437.7526137566667,-2.2466666666666684,2.0833333333333335
19,11,1,0.0,411.46307604666674,-2.193333333333335,2.3866666666666667
